tweet_id	user_id	text	created_at	label	Drug Name Extracted	Drug Name Normalized
460821083680411649	22673457	RT @LackOfShame: LollipopsPopsiclesFingersBreath mintsIce CubesJolly RanchersThroat LozengeStraws- Things my wife WILL suck on.	2014-04-28 16:41:22	1	throat lozenge	throat lozenge
461217285928390658	323299829	Legs bums and tums class killed me😥	2014-04-29 18:55:44	0		
461717878710878208	221097446	Scissor Sisters united. @LaughFactory_LB @DanaEagleTweets @funnyhelenhong you are both my Xanax. Love ya!! http://t.co/TnghBw9lYo	2014-05-01 04:04:55	0		
469265848083828736	34468565	Aloe is my best friend right now and sunglasses tan lines are not! #CANCUN2014 #1yearanniversary	2014-05-21 23:57:51	0		
481355893968498688	414073002	Exposure to #vitaminD in later stages of pregnancy may have an effect on a child's sporting performance. Read more... http://t.co/GoIlszw3qm	2014-06-24 08:39:22	0		
481742112250011648	2364553740	RT @CoventGardenAcu: Vitamin D Has Been Shown to Dramatically Improve Fertility.#vitaminD #health #fertility #wellbeing #supplements http:…	2014-06-25 10:14:04	0		
486893968324841472	882259531	Here what customers are saying about Abiyah Naturals Clove Ginger Balm. Available at… http://t.co/hGncMQQQ1A	2014-07-09 15:25:42	0		
494246100791226369	459938614	@AllFor_JayZion @Ermanimommy it must was gon b a tynol	2014-07-29 22:20:27	0		
494997530942267394	408076893	RT @nourish_baby: How to use a TENS machine for pain relief in labour http://t.co/9TNIMEDwOL	2014-08-01 00:06:22	0		
501441479404187648	477703990	@MisterConnor1 chew on a clove, always works.	2014-08-18 18:52:19	0		
505099661192204290	1523380735	Someone should donate an iPhone 5s case (cute but kinda protective) to the needy, I'm tired of my Pepto-Bismol lifeproof case 😩😢	2014-08-28 21:08:38	0		
510399075930619904	1157952517	Add a dose of #anti inflammatory + #digestionaid to your #HSMSignatureSmoothie with fresh #ginger +… http://t.co/nUijJzqMyk	2014-09-12 12:06:37	0		
512692001494429696	85151902	Influenza Disease and Vaccines - National Vaccine Information Center http://t.co/ZlYSn6raCk	2014-09-18 19:57:53	1	vaccines	vaccines
514402788944928768	1610325013	@amy__loux you need '4Head' it's a god send for headaches (Y)	2014-09-23 13:15:56	1	4head	4head
515974009041997825	397745925	I hate the way tums be tasting like EW.	2014-09-27 21:19:24	1	tums	tums
518179192442454018	248358918	@k_jenee try Tums they work for me	2014-10-03 23:22:01	1	tums	tums
526520055203254273	137907836	Mums on the Go - October: Brauer Arnica Cream giveaway | Finding the ME in motherhood | ... - http://t.co/3dX3y0eWQE	2014-10-26 23:45:38	1	Brauer Arnica Cream	Brauer Arnica Cream
526547777384611840	248537549	@mcnemesiss If you have some bruises, try some @AQRSport, it works a lot faster than most arnica creams against bruises.	2014-10-27 01:35:47	1	arnica creams	arnica creams
527197289979592704	131370286	No Thrush - The 1st DRY formula Thrush treatment!Recommended by KES staff and perfect for wet weather to keep... http://t.co/Z6oF2XJZjP	2014-10-28 20:36:43	1	No thrush	No thrush
530193656888586241	2575343510	I REALLY hope I get picked to get the free products in the Rogaine Women Program. Wish me luck! http://t.co/LY3Sq72HAc via @expotv	2014-11-06 03:03:13	1	rogaine 	rogaine 
530894816339853313	406653757	@dbear1026 thank you for making me dinner and feeding me some vitamins😘 you da best	2014-11-08 01:29:22	0		
534474586901860353	28305745	Punarnava - Boerhavia diffusa | Honey for PCOS | What Is Satva http://t.co/8VEtj9TdXK	2014-11-17 22:34:06	0		
535866602194231296	354855472	RT @UberFacts: A bag of Skittles contains 50% of your daily recommended vitamin C.	2014-11-21 18:45:28	0		
537225789067239424	376089162	@MamfaJane @PaedIQ Can be blamed on vaccs or teething etc but it may be totally unrelated. Who is to say? Any other signs of sickness?	2014-11-25 12:46:23	1	vaccs	vaccines
540578205204484096	460522504	@tttcnumber1 For TTC Prep for 3 months with acupuncture for blood flow to ovaries, protein, Vitamin D &amp; Antioxidants	2014-12-04 18:47:42	0		
552648942337273858	194727028	@kokomoymca @GraphicsKing209 I'm currently soaking in a hot bath and taking preemptive alieve. My legs are going to hate me tomorrow:	2015-01-07 02:12:30	1	alieve	aleve
556372325718052864	2207631552	RT @ArianaGrande: covered in ice packs / arnica. these rehearsals are kicking my ass but i love it. really want to make this show the best …	2015-01-17 08:47:54	1	arnica	arnica
556722863042879489	96305269	@quietchelle essential oils for pain are: German Chamomile, Clary Sage, Black Pepper, Ginger, Lavender, Eucalyptus, Peppermint, Rosemary...	2015-01-18 08:00:48	0		
557077834506981376	2421363696	I need a Vicks humidifier	2015-01-19 07:31:20	0		
563411123651616769	245182795	Has anyone used Copaiba/Clove or Valor for sciatica? PanAway isn't cutting it #youngliving @younglivingeo	2015-02-05 18:57:34	1	capaiba/clove; valor	capaiba/clove; valor
569082324706570241	1070462030	The Provillus® Hair Re-Growth Treatment targets the hair follicle and contains a clinically proven ingredient to... http://t.co/4bSbCsbuIQ	2015-02-21 10:32:53	1	provillus hair re-growrth treatment	provillus hair re-growth treatment
569375911021322240	229653366	XAN HAD ME LIKE 😂😂😂 | “@juugMan_BLACK Oml I jus found $150 in my pants pocket from like a week ago lol”	2015-02-22 05:59:30	1	xan	xanax
577663639152435200	270518143	Foot, ankle, and an arnica oil back massage tonight—my husband rocks my pregnant socks! 😉 #butreally #imsothankful @dannysherman xoxo	2015-03-17 02:51:58	0		
578112004063277056	20539557	@Missamanda77 It will get better, I promise. Lansinoh, correct positioning &amp; getting them out to air dry will help! x @TheMrsRaybould	2015-03-18 08:33:37	1	lansinoh	lansinoh
581340188661714944	3091584322	Cialis St http://t.co/NlH3mjFsGv	2015-03-27 06:21:16	0		
583298608675491840	291989642	Our daily dose and needs of nutrients and vitamins! 🍶💪 http://t.co/pD6PiKZ41Z http://t.co/viVluyH96d	2015-04-01 16:03:20	0		
584512614765432833	37728023	any advice for a newbie pls!!: Opiates started out for me as a must have for pain. ..now they're just a must h... http://t.co/4V9gmc5yXz	2015-04-05 00:27:21	1	opiates	opiates
585199728826130432	1201402910	They fucked up when they prescribed me these percs 😜 thats probably why im feeling so good soon this shit wear off ima be in so much pain 😖	2015-04-06 21:57:42	1	percs	percocet
587457396563390464	2341726142	i think the retin-a micro was really just too harsh for my skin and actually causing more break outs.	2015-04-13 03:28:52	1	retin-a	retin-a
587661242174570498	79250323	"My professor speaking about a kid in my class, ""you're like a lozenge. You soothe me, buddy."" 😂😂😂"	2015-04-13 16:58:53	1	lozenge	lozenge
589415722167578624	946505696	T5 with Hoodia Real Review – Make Your Diet A Success T5 with Hoodia http://t.co/wCdlUBACnY	2015-04-18 13:10:33	1	hoodia	hoodia
594760963762487296	37728023	need of subutex: Will this ever end http://t.co/84VkhPKfyz	2015-05-03 07:10:38	1	subutex	subutex
597800852649168896	2904468944	@Ayo_ObiDontPlay u just need a lil vitamin c lol	2015-05-11 16:30:04	0		
604282231578824704	66077046	"I posted 11 photos on Facebook in the album ""Claritin Reditabs Launch"" http://t.co/e6Ugkryb6H"	2015-05-29 13:44:45	1	Claritin Reditabs	Claritin Reditabs
614268603118911488	458532120	@LoganGoodner7 diamond butter, cheese axe, porcelain porcupine, Steele lozenge, ice banana, dragon berries.	2015-06-26 03:07:02	0		
620241325296848896	236237519	How To Make An Excellent Homemade Natural Decongestant and Expectorant http://t.co/joe7v19BbC	2015-07-12 14:40:30	1	Decongestant; Expectorant	Decongestant; Expectorant
621393826591191040	1513251314	Hi @LRatapana. Yep, still going (10 yrs this year!). We're at Christ Church on Lillian Grove. Bums, Tums and Wobbly Bits tomorrow at 6:30!	2015-07-15 19:00:07	0		
621729167906881540	434153805	@shelbsss22 use the baby aveno eczema cream. I use it on King lol	2015-07-16 17:12:39	1	baby aveno eczema cream	baby aveeno eczema cream
621749999760707584	67157872	RT @netflix: Oh Mylanta, it's really happening! http://t.co/mD7qayaE44	2015-07-16 18:35:26	0		
633493227035885568	23550047	RT @LenGotGame: 😈 RT @JLaCocaina: RT @morgzz23: I JUST TOOK A PISS AND I SEEN CODEINE COMING OUT https://t.co/mEGllBVR1J	2015-08-18 04:18:49	1	codeine	codeine
637612426574331904	3313030383	🌿🌿 Today's post is all about arnica http://t.co/cFNZR4yM74 #bbloggers #mummybloggers 🌿🌿	2015-08-29 13:07:03	1	arnica	arnica
638569192262729728	479977051	If my Neosporin expired 02/2012 will it still work Y/N?	2015-09-01 04:28:54	1	neosporin	neosporin
639965562383286272	2201934477	i just took a piss and I seen codeine coming out . 🎶	2015-09-05 00:57:34	1	codeine	codeine
640370485503528960	1549667538	The doctor just prescribed me with some lean 😀	2015-09-06 03:46:35	1	lean	cough syrup
646871647270666240	20258165	"RT @jasonkotenko: My idea for a solution to the ""Daraprim Problem"" (price gouging in the generic drug market): http://t.co/2DNTwS1OJI"	2015-09-24 02:19:53	1	Daraprim	Daraprim
651943880158519296	61369512	RT @ladygaga: I'm too excited I need an inhaler and sedative drip🎈🔫 #AHSHotel @MrRPMurphy	2015-10-08 02:15:08	1	sedative drip	sedative drip
652645805195661313	224266113	Hello animated clone wars borrowing heavily from Retin of the Jedi script.	2015-10-10 00:44:20	0		
654994799678877696	25726490	#rx #drugs Tramadol HCL Safety And Potency Past Expiration Date http://t.co/7KXi6jTp8E	2015-10-16 12:18:24	1	tramadol HCL	tramadol HCL
655258721078128640	2653940470	@_karinavitela take tum tums	2015-10-17 05:47:07	1	tums	tums
658047681617465345	3826905794	RT @PCRMedicine: It's recommended that women #ttc start taking folic acid 2 to 3 months prior to #conception. https://t.co/Qm7z1zAkj8 #PCRM	2015-10-24 22:29:27	1	folic acid	folic acid
660952757948588033	275248594	@2KelAMockingbrd clove is an analgesic - use essential oil for toothaches or bug bites and it works so well! It does make me drool tho...	2015-11-01 22:53:12	1	clove	clove
664978519382888448	2729241191	Additional intake of specific nutrients during pregnancy such as folic acid, Vitamin C, calcium and iron.	2015-11-13 01:30:08	0		
666295379286056960	231104880	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""Now also available in... https://t.co/EvXWnjWkVj"	2015-11-16 16:42:52	1	arnica	arnica
666772040372785153	231104880	If you deal with chronic pain you should read this;https://t.co/35afuPjYVZArnica and Hemp... https://t.co/YjkgWPeTqw	2015-11-18 00:16:57	1	arnica	arnica
669368304801198080	231104880	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609... https://t.co/HzP1UXKzaU"	2015-11-25 04:13:34	1	arnica; hemp seed oil	arnica; hemp seed oil
669720700677148672	350620700	Delicious chia pudding this morning. I added cinnamon, cardamom, turmeric for a dose of natural anti… https://t.co/9fsidl0ucL	2015-11-26 03:33:52	0		
669745197375430657	1454580913	On this thanksgiving, I am thankful for morphine. The hospital provides	2015-11-26 05:11:12	1	morphine	morphine
670311417371860992	29393121	Heal Thyself First Aid! #GIFT ideas - Lotions + Oils - Traumeel Homeopathic Ointment, Bach Rescue Remedy Spray,... https://t.co/R7sOysF7Hm	2015-11-27 18:41:10	0		
671803230335188993	3020647655	@doingababy bloody hell, I had wondered why people keep telling me arnica is great for bruising..?! Xx	2015-12-01 21:29:06	1	arnica	arnica
673576594636673024	632493133	@ChadJones_ tylenol	2015-12-06 18:55:49	0		
679095953941393408	179825324	@pharmacists really wish we could make a better tasting barium sulfate vanilla, berry, and banana are not cutting it #mondaymotivation	2015-12-22 00:27:47	1	barium sulfate	barium sulfate
681892697188122625	449341656	RT @XANAXDREAMS: she dresses like xanax but fucks like adderall	2015-12-29 17:41:02	0		
684925048658898944	23116894	@nscottg B complex vitamins can help with energy and supposedly metabolism. I didn't help me weight wise but it did improve my energy	2016-01-07 02:30:31	1	b complex vitamins	b complex vitamins
685991713182236674	2616928944	"Alexis asks ""Has anybody had adderall to help them stay awake?"""	2016-01-10 01:09:04	1	adderall	adderall
687483724171243520	1860661500	Lots of riboflavin. 😂	2016-01-14 03:57:47	0		
693206377095897089	1124261990	Write a recommendation for Ricola® Revitalizing herb drops! #WakeUpYourMouth #swissherbs #sponsored https://t.co/zHvIwJOVF3	2016-01-29 22:57:34	1	Ricola Revitalizing herb drops	Ricola Revitalizing herb drops
694612071271567360	37387830	Peanut update: They took Nate off sedation yesterday and off the ventilator today. He is awake but sleepy. Baby steps make a big difference💙	2016-02-02 20:03:17	1	sedation	sedation
696822064347537409	2308954844	@joshxoldfield @zacxmahrouche WOW SOMEONE GET ME SOME ALOE VERA	2016-02-08 22:25:01	0		
697621980066017280	2557682928	RT @seroquel: i hate when i am having a bad day and everyone takes it personally, like no i hate myself, not you	2016-02-11 03:23:35	0		
697974476152008704	3237143043	@joeIezra omg its the lil line of hair going down people's tums its The Best	2016-02-12 02:44:17	0		
701137004067745798	23024519	@PatOu_1995 @Advil I just followed him 👌😎😍	2016-02-20 20:11:02	0		
710966945055543296	302765767	Anyone at @c2e2 have some Afrin? Have to do @NPRAskMeAnother show at 7:30pm and suffering. Help a host out!	2016-03-18 23:11:43	1	afrin	afrin
711206239825485826	414073002	Get better and stronger hair by supplementing in #vitaminD and #vitaminB12! (via @PulseNigeria247) https://t.co/2vnbHmXeK2	2016-03-19 15:02:35	1	vitamin D; vitamin B12	vitamin D; vitamin B12
711762436613738496	2929198862	@HighBoyAG drink hella water and make sure you're giving out that vitamin D!	2016-03-21 03:52:43	0		
711840470079504385	1257761390	"RT @Advil: a drunk white dude just came up to me and says ""you know who you look like????? do you know zayn??? you look like zayn. """	2016-03-21 09:02:48	0		
711856214666297344	414073002	Getting enough #VitaminD is essential whilst you are pregnant for the baby’s skeletal growth (via @DailyMirror) https://t.co/dD5Akr8xjd	2016-03-21 10:05:21	0		
712750469450366976	20406312	@laureningram do you use arnica ointment on bruises? I find it heals them very quickly.	2016-03-23 21:18:48	1	arnica ointment	arnica ointment
713041664688787456	4828077034	@jrdnmps @SlavojPeezek I've typed bisphosphonate liposomal at least 100 times this week and it pissed off a lot of my coworkers *flips hair*	2016-03-24 16:35:55	1	bisphosphonate liposomal	bisphosphonate liposomal
713930009539256320	710164740153221121	RT @NiggaCommentary: THEY GAVE THE BIRDS LAXATIVES LMAO😂😂https://t.co/4CMdmOcXlo	2016-03-27 03:25:53	1	laxatives	laxatives
717556116910047232	169875592	RT @D_Waller18: Frank Ocean x Novacane will forever be a classic	2016-04-06 03:34:44	0		
717724572485820416	414073002	RT @katrinderPR: .@BetterYou_Ltd #vitaminD oral spray could help heart health https://t.co/DVfMFXUukV	2016-04-06 14:44:07	1	vitaminD oral spray	vitamin D oral spray
719658350414135296	1357311444	They hooked on that vitamin D 😂😂😂😂😂😂😂😂😂😂😂👀 https://t.co/TYI1DVB8EL	2016-04-11 22:48:16	0		
721710685961527296	402233419	Went to the hospital &amp; they prescribed me so many perks💊	2016-04-17 14:43:30	1	perks	percocet
722293336397053952	362655140	RT @Advil: why this looks like ted cruz in drag https://t.co/tHbKLwr134	2016-04-19 05:18:45	0		
724439217233747968	39633585	Ready... Can't wait for my baby to come home 😩😩😩 #prayers #TLC #comfortfood #arnica #kisses https://t.co/dEHYro49VG	2016-04-25 03:25:43	1	arnica	arnica
724850563377205249	76826420	@The_Ashanka I would accept that!  Two hours and nothing.  Gonna take some advil and hope that does something.	2016-04-26 06:40:16	1	advil	advil
727260828030869505	123282426	What’s your go-to Ricola® drop when allergy symptoms hold you back? #swissherbs #sponsored https://t.co/17ZlwfhXop	2016-05-02 22:17:47	1	ricola drop	ricola drop
728949958871633920	3507760932	With sandalwood working as an antiseptic, astringent, and softening agent; tumeric working as an… https://t.co/BA8d8lBRZz	2016-05-07 14:09:48	0		
729491459708162048	2287485296	@ReaverBait At 24wks &amp; younger it is standard medical practice in US to abort via D&amp;E. At 25wks+ they use digoxin followed by still birth.	2016-05-09 02:01:31	1	digoxin	digoxin
730431338952564736	40889695	Reduce wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjfWqxN	2016-05-11 16:16:16	1	retinoid	retinoid
736066261424046088	1112171390	Aloe Vera is my best friend rn	2016-05-27 05:27:26	0		
736265500863369216	2349928272	Final bits...arnica, popcorn, coconut water, lavender, essential oil burner, clary sage, massage oil, affirmations.… https://t.co/UfRJcmytoR	2016-05-27 18:39:09	1	arnica	arnica
737130107349962753	345056330	I need some aloe my legs &amp; belly are on fire !!!😩	2016-05-30 03:54:47	0		
737286407316602881	69057175	ok aloe is my best friend	2016-05-30 14:15:52	0		
741270300311048192	222673441	Wondered why my eyebrows were growing so fast in between threadings &amp; realized my hair has too 😳 thanks biotin!!	2016-06-10 14:06:26	1	biotin	biotin
743128835915292672	2985378649	Got our Vicks humidifier on to help the both of us with our stuffy and runny nose.	2016-06-15 17:11:35	0		
743331946478993408	628659918	RT @donut_likeyou: novacane babyyy	2016-06-16 06:38:41	0		
753945786228944896	442934291	29 Surprising Uses For Hydrogen Peroxide #TheAltDaily https://t.co/fdwsd5XoMw	2016-07-15 13:34:17	1	hydrogen peroxide	hydrogen peroxide
757336236814139393	557720042	"Tristan says ""That ""olay gel"" stuff makes your sunburn feel better."" He was talking about Aloe Vera Gel 😂😂"	2016-07-24 22:06:44	0		
757642380350672896	368374295	Just remembered Sunday morning  I sang novacane in the car with the top down at the top of my lungs drunk &amp; high af 😂	2016-07-25 18:23:14	0		
765046622782971904	349338716	Most of what you’ve read about vitamin D isn’t true. #vitaminD https://t.co/e1uwXhnhkC https://t.co/S6pklotQQD	2016-08-15 04:45:03	0		
765215773207982080	50466068	Idk y my bf keeps pissing me off, I take out food for him every single day I can easily slip some laxatives in there nothing too serious	2016-08-15 15:57:12	1	laxatives	laxatives
765846545900199936	60622943	Arnica is MAGICAL	2016-08-17 09:43:39	1	arnica	arnica
766010941125169152	19041824	@OhEmmeG this is me with no maca root	2016-08-17 20:36:54	1	maca root	maca root
766678327478325248	978931344	TyLan is really the highlight of my life 😭💙	2016-08-19 16:48:52	0		
768085970893869056	209170403	Don't forget to enter the Lasinoh competition, there are some lovely prizes including our Rainbow Muslins. https://t.co/jUv1C5UTtC	2016-08-23 14:02:20	1	Lasinoh	Lansinoh
768211785967136769	170497487	RT @LooperAbby: When you never can get the red flintstone out the bottle	2016-08-23 22:22:17	1	red flintstone	flintstone vitamins
769386822518595584	183853204	I'm due for a drug increase &amp; recurrent future miscarriages would likely be caused by this, especially if my shrink puts me on Invega	2016-08-27 04:11:27	1	invega	invega
771109745872740352	54273401	RT @SimplySupps: Nearly time for the kids to go #BackToSchool! This #winitwednesday just RT &amp; FLW to win our kids chewable multivits! https…	2016-08-31 22:17:44	1	kids chewable multivits	kids chewable multivitamins
771227073243340800	3153836755	RT @maya_dancer: #IGetDepressedWhen my serotonin and dopamine levels are out of whack. Not witty, just true.	2016-09-01 06:03:57	0		
771551550292369410	551374867	@alexismparks that's good!! No drugs (yet?)? Like pitocin or anything for pain yet?	2016-09-02 03:33:18	1	pitocin	pitocin
773294866415706113	330126283	Ricola is going to help me grow some herbs &amp; use them everyday! #RicolaCrowd #sponsored https://t.co/rfkQ7hKrr8	2016-09-06 23:00:37	0		
773978566874857472	2191378198	Soooo legs bums and tums was my first bit of exercise since I can remember and it's fair to say I am EXTREMELY unfit 🐳	2016-09-08 20:17:24	1	tums	tums
774975754337607680	279371454	Advil , food , and church is the move right now . 😂🤘🏾	2016-09-11 14:19:52	1	advil	advil
778580428429156352	70740386	@sophiecl8 I don't have your number so a twitter convo it is.  How are you feeling?  Ice/ibuprofen last night?	2016-09-21 13:03:34	1	ibuprofen 	ibuprofen 
778957655364763648	630609426	@jhezser @mszahorik ashwaganda is an herb made from a root. The other is an amino acid. Sold in health/vitamin shops.	2016-09-22 14:02:32	0		
779045697987371008	3000752650	RT @Advil: with brad pitt and angelina jolie divorcing the last power couple remaining is… mr. salt and mrs. pepper. god bless. https://t.c…	2016-09-22 19:52:23	0		
779393538324770816	188852875	Mystery solved: Melatonin makes these fish sing at night https://t.co/IgVzniROum	2016-09-23 18:54:34	0		
780466166393212928	456349775	RT @jergarl: Ambien: Where is your unicorn?Me: I don't have a unicorn.A: You better get naked and go into that Arby's and look for it a…	2016-09-26 17:56:49	1	ambien	ambien
782420941947056130	150976111	@JAtencio92 be bald or use rogaine... hahahahaha	2016-10-02 03:24:23	1	rogaine	rogaine
784989395426222080	545731974	RT @torilately21: Frank's Novacane still hits for me.	2016-10-09 05:30:30	0		
785644724078145536	21394411	Lyrica Sr. shop at Citi Trends. I'm convinced. #LHHH #WAISTTRAINERGATE2016	2016-10-11 00:54:33	0		
787239385766866944	226406121	Baby girl just drank almost a whole bottle &amp; is knocked out. Pain meds are kicking in, so hopefully this momma can finally get some sleep.	2016-10-15 10:31:10	1	pain meds	pain meds
788190400489979904	38374667	rheumatoid arthritis pain relief natural: Essential Oil Blend for Pain Relief (50 mL) https://t.co/Kr6P33omMW https://t.co/8grZm7Yg3C	2016-10-18 01:30:10	1	essential oil blend for pain relief	essential oil blend for pain relief
789351338920517632	2581887973	"RT @TRYVNS: ""use my dick as a throat lozenge"" hours."	2016-10-21 06:23:19	1	throat lozenge	throat lozenge
791512085121249280	855574573	RT @juliocesar_314: Y'all but today a white girl said we shouldn't be judged by our melatonin (instead of melanin) like girl what I'm both…	2016-10-27 05:29:21	0		
791526814547980288	740308692474548225	😷 nope I can't do all these pills the dr prescribed me . I'm hellllla nauseous . I'm just gonna try to get my iron up the natural way	2016-10-27 06:27:53	0		
791544242162196480	1478477322	Y'all that girl said the melatonin in your skin.... I'm dead af	2016-10-27 07:37:08	0		
791718177789059076	339420609	@TOLYATHAT vitamin c now	2016-10-27 19:08:17	0		
792871032474308608	31336678	"Answered: ""Is it safe to take a digestive enzyme with CKD?"" #HealthTap https://t.co/Qd6dTHJl97"	2016-10-30 23:29:19	1	digestive enzyme	digestive enzyme
793579100757692416	2365805933	@CazBlue2@Tweetinggoddess A good Massage will help greatly.Melatonin the bodies sleep hormone will kick in #5minutebreakouts#womensinspire	2016-11-01 22:22:56	0		
794520118554402817	710014100	RT @NoiseyMusic: Shit... The xx have released a 55 second long song that sounds like Valium feelshttps://t.co/htviVl9xBm https://t.co/pLzT…	2016-11-04 12:42:12	1	valium	valium
795310141017128960	40889695	REDUCE wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjge1Wn	2016-11-06 17:01:28	1	retinoid	retinoid
796348920003579904	28305745	Akarkarabha Anacyclus pyrethrum Uses, Research, Side Effects https://t.co/quiPoVDibg https://t.co/FzNSQM75s2	2016-11-09 13:49:12	1	Akarkarabha Anacyclus pyrethrum	Akarkarabha Anacyclus pyrethrum
797470413962047488	2573586875	Dear Mr Diazepam thank you so much!	2016-11-12 16:05:37	0		
799456958340354048	533883239	Clove is a fantastic oil, antibacterial properties help sooth you when you're not feeling the… https://t.co/mtySZgeZRB	2016-11-18 03:39:26	0		
801486971763884034	44043523	RT @RickyRohn: Your room looks like Xanax  https://t.co/6DhK3mqKV4	2016-11-23 18:05:59	0		
805927179909468160	55703572	@BloodClotStudy @FDAMedWatch @BayerPharma @Drug_watch 3rd &amp; 4th generation progestins have 2-3 fold greater clot risk than 1st/2nd gen	2016-12-06 00:09:47	1	progestins	progestins
806546872869462016	22930969	Lozenge of Arabia  #PutFluInAFilm	2016-12-07 17:12:14	0		
812135711075799040	404606423	Can #kids get too much #VitaminD? Yes! Here are 6 signs to look for! @LoyolaHealth #30Seconds #vitamins https://t.co/RbClNwyYUK	2016-12-23 03:20:16	0		
812645617767972864	231951591	RT @DMHerbs: Good herbal sources of Iron include: Yellow Dock Root, Dandelion Root, Butdock Root, Moringa Leaf, Alfalfa Leaf, and Devil's C…	2016-12-24 13:06:28	0		
813134636188631040	1078579459	I'm definitely gonna have to take some norcos to deal with this, but at least I'll be fed	2016-12-25 21:29:39	1	norcos	norco
814479674348896256	1522786783	From a fan Hi, can you post anon for me please??My 4 year old has been prescribed suppositories for pain... https://t.co/ATqC3okT6V	2016-12-29 14:34:21	1	suppositories for pain	suppositories for pain
814602504700735488	44651939	RT @Bbeautybits: Quit today with @nicorette @NicoDermCQ #WhatsYourWhy trusted guide to help become smoke free! https://t.co/wtFwGDKq3I #spon	2016-12-29 22:42:26	1	nicorette; nicodermCQ	nicorette; nicodermCQ
816729979136327680	25533847	Watching @divorcecourt @RealJudgeLynn must have to take all kinds of tylenol after those shows. Whew! #divorcecourt	2017-01-04 19:36:15	1	tylenol	tylenol
817687498671394816	19923638	2 experts help answer one of winter's biggest questions: will Vitamin C cure your cold? https://t.co/DnugTQ9Sxy	2017-01-07 11:01:06	0		
818565487793700865	1589297430	@KeithMinge I took a dose of night nurse so this will help the medicine go down	2017-01-09 21:09:55	0		
818835468863279104	2867330903	Walk Tall With Bioten by @PavlinaOrnik https://t.co/cbfYe88Wla #Lifestyle	2017-01-10 15:02:43	0		
820704300057755648	817566506007425025	@pedialyte is the #shiznit 🥃🍸🍸	2017-01-15 18:48:47	1	pedialyte	pedialyte
822437173010038785	924972482	@butylchloride it's never been this bad that's what's killing me 😂😂 I'm borrowing my friends melatonin tonigjt this is ridiculous	2017-01-20 13:34:36	1	melatonin	melatonin
822509138995511301	3198488214	#prnewswire  Transdermal Drug Delivery Market Growth at 11.6%, 2016-2025: Technology, https://t.co/59oEIKcfXL	2017-01-20 18:20:34	0		
